dest_dir,status,detail
BETR_2025-09-22_175.92,good,133118
BETR_2025-09-23_50.06,good,124868
BETR_2025-10-20_33.32,good,24678
BETR_2025-10-23_32.63,good,23160
BETRW_2025-09-22_633.33,good,10864
BFLY_2025-10-31_35.78,good,56719
BFRG_2025-02-10_52.08,good,61076
BFRG_2025-04-11_56.02,good,49409
BFRG_2025-10-08_36.91,good,21997
BFRGW_2025-02-10_84.59,good,487
BFRGW_2025-02-13_35.87,good,829
BFRGW_2025-02-25_51.52,good,126
BFRI_2025-01-08_68.47,good,41625
BGL_2025-06-27_471.81,good,55828
BGL_2025-07-01_81.03,good,25030
BGL_2025-07-02_131.41,good,29863
BGL_2025-07-14_57.77,good,21788
BGL_2025-07-22_35.12,good,7162
BGL_2025-08-08_34.47,good,4227
BGL_2025-09-17_42.14,good,15672
BGLC_2025-01-14_37.91,good,4643
BGLC_2025-04-07_48.76,good,3066
BGLC_2025-04-11_54.37,good,220956
BGLC_2025-05-30_30.63,good,4707
BGLC_2025-07-01_408.14,good,946275
BGLC_2025-07-17_65.88,good,88001
BGLC_2025-07-30_101.35,good,578459
BGLC_2025-09-12_31.38,good,43077
BGM_2025-09-23_32.03,good,2146
BGMSP_2025-09-22_31.78,good,364
BGMSP_2025-10-20_118.75,good,1514
BGSF_2025-03-19_47.89,good,3240
BGSF_2025-06-17_49.75,good,12244
BHAT_2025-01-07_50.84,good,108944
BHAT_2025-02-03_66.20,good,153135
BHAT_2025-02-05_31.28,good,42256
BHAT_2025-02-07_49.57,good,58326
BHAT_2025-02-10_52.78,good,94114
BHAT_2025-02-11_104.35,good,419181
BHAT_2025-02-19_55.96,good,116463
BHAT_2025-03-11_79.10,good,102275
BHAT_2025-03-18_55.73,good,38444
BHAT_2025-03-28_67.91,good,69061
BHF_2025-09-19_34.20,good,107593
BHR_2025-08-27_37.78,good,26531
BHST_2025-09-12_30.95,good,1065
BIAF_2025-04-01_496.54,good,924324
BIAF_2025-05-16_43.39,good,7706
BIAF_2025-05-20_42.19,good,108823
BIAF_2025-05-28_83.52,good,39689
BIAF_2025-06-26_87.76,good,200082
BIAF_2025-07-02_34.61,good,6202
BIAF_2025-09-15_66.67,good,276397
BIAF_2025-09-26_113.78,good,730250
BIAF_2025-10-08_48.98,good,265658
BIOA_2025-10-23_42.15,good,39396
BIOX_2025-10-15_31.17,good,21535
BIVI_2025-05-02_51.97,good,26019
BIYA_2025-03-27_42.13,good,4323
BIYA_2025-04-14_52.73,good,1603
BIYA_2025-04-17_35.02,good,608
BIYA_2025-04-21_39.81,good,1853
BIYA_2025-05-07_34.82,good,2955
BIYA_2025-06-20_35.02,good,178497
BJDX_2025-01-24_35.00,good,2511
BJDX_2025-02-25_34.05,good,2617
BJDX_2025-04-04_38.46,good,14416
BJDX_2025-04-07_188.95,good,617877
BJDX_2025-04-10_45.16,good,16916
BJDX_2025-06-06_61.18,good,249151
BJDX_2025-08-11_77.14,good,363868
BJDX_2025-10-07_73.55,good,286372
BJDX_2025-10-09_122.99,good,765616
BJDX_2025-10-14_32.60,good,13739
BKHAR_2025-01-21_33.33,good,386
BKHAR_2025-01-30_38.61,good,391
BKHAR_2025-02-03_68.71,good,222
BKHAR_2025-03-13_34.97,good,61
BKHAR_2025-06-23_68.33,good,116
BKHAR_2025-07-14_42.64,good,7
BKKT_2025-03-05_30.33,good,15671
BKKT_2025-03-20_41.78,good,19929
BKKT_2025-04-09_30.05,good,4274
BKKT_2025-05-13_54.75,good,32441
BKKT_2025-07-02_35.61,good,20158
BKKT_2025-09-22_52.11,good,183728
BKKT_2025-09-29_48.86,good,62803
BKKT_2025-09-30_32.88,good,84220
BKKT_2025-10-02_45.80,good,125217
BKSY_2025-01-28_32.14,good,60235
BKSY_2025-05-08_34.32,good,23268
BKYI_2025-01-10_34.72,good,15548
BKYI_2025-01-15_168.61,good,703825
BKYI_2025-10-27_155.81,good,891724
BLBX_2025-01-22_255.02,good,995510
BLBX_2025-01-28_51.04,good,13994
BLBX_2025-10-08_30.23,good,3896
BLBX_2025-10-13_71.17,good,58986
BLBX_2025-10-14_39.49,good,12417
BLIN_2025-01-06_53.63,good,4925
BLIN_2025-04-02_34.16,good,1373
BLIV_2025-04-09_106.45,good,35140
BLIV_2025-04-23_30.26,good,1945
BLIV_2025-07-30_38.61,good,962
BLMZ_2025-03-20_30.63,good,905
BLMZ_2025-05-01_50.20,good,8189
BLMZ_2025-05-06_113.90,good,210499
BLMZ_2025-05-15_31.31,good,6959
BLMZ_2025-05-20_283.10,good,637610
BLMZ_2025-05-23_93.43,good,341298
BLMZ_2025-07-15_99.93,good,325124
BLMZ_2025-07-22_64.26,good,226384
BLMZ_2025-09-19_37.72,good,26014
BLMZ_2025-10-08_48.11,good,23066
BLMZ_2025-10-28_37.66,good,28135
BLNE_2025-03-25_30.47,good,11923
BLNE_2025-03-26_67.55,good,288488
BLNE_2025-06-18_59.21,good,21266
BLNE_2025-06-20_33.64,good,12537
BLNE_2025-06-24_46.36,good,32647
BLNE_2025-07-22_65.66,good,59407
BLNE_2025-08-27_41.78,good,45319
BLNE_2025-09-15_41.20,good,16827
BLRX_2025-05-30_104.96,good,336471
BMA_2025-10-27_46.97,good,44471
BMEA_2025-06-03_73.55,good,210834
BMEA_2025-10-06_39.07,good,78443
BMGL_2025-05-14_44.44,good,26389
BMGL_2025-05-15_91.58,good,67265
BMGL_2025-05-16_37.64,good,48022
BMGL_2025-05-30_590.38,good,838739
BMGL_2025-06-02_54.61,good,637164
BMGL_2025-06-03_35.20,good,214682
BMGL_2025-07-07_32.56,good,8731
BMGL_2025-07-09_104.95,good,700200
BMGL_2025-07-14_102.22,good,146741
BMRA_2025-01-16_262.86,good,609639
BMRA_2025-02-10_49.45,good,11336
BMRA_2025-02-18_32.53,good,9771
BMRA_2025-08-14_51.82,good,317467
BNAI_2025-02-10_156.07,good,344890
BNBX_2025-10-22_80.41,good,514611
BNC_2025-08-11_63.74,good,24531
BNC_2025-08-13_34.18,good,7426
BNGO_2025-04-10_49.35,good,11096
BNGO_2025-05-15_32.35,good,5399
BNR_2025-06-12_39.20,good,1145
BNR_2025-07-23_62.70,good,6533
BNR_2025-08-18_43.58,good,4553
BNRG_2025-01-10_33.04,good,11287
BNRG_2025-01-21_37.78,good,4645
BNRG_2025-02-18_34.43,good,1114
BNRG_2025-05-23_35.45,good,29220
BNRG_2025-05-29_31.91,good,8952
BNZI_2025-01-29_63.20,good,88108
BNZI_2025-01-30_39.90,good,196776
BNZI_2025-03-14_33.26,good,3640
BNZI_2025-03-18_37.61,good,17418
BNZI_2025-03-26_46.60,good,25694
BNZI_2025-06-16_78.69,good,73660
BNZI_2025-08-08_39.87,good,5571
BODI_2025-01-16_31.58,good,705
BODI_2025-06-10_50.14,good,9459
BODI_2025-08-06_50.52,good,2546
BOF_2025-10-21_44.15,good,387308
BOLT_2025-05-21_40.25,good,11945
BON_2025-02-28_73.68,good,20905
BON_2025-03-12_55.27,good,3446
BON_2025-03-13_84.19,good,69332
BON_2025-03-14_300.98,good,349232
BON_2025-04-07_59.66,good,42719
BON_2025-04-11_119.11,good,351687
BON_2025-04-29_58.31,good,133961
BON_2025-05-14_59.29,good,70998
BON_2025-05-16_62.19,good,173977
BON_2025-05-20_42.31,good,59463
BON_2025-05-22_101.43,good,430986
BON_2025-06-04_40.93,good,127085
BON_2025-09-09_120.78,good,378114
BOSC_2025-05-29_41.75,good,59789
BOXL_2025-01-06_363.04,good,428666
BOXL_2025-02-21_84.39,good,12205
BOXL_2025-09-16_87.86,good,212591
BOXL_2025-09-22_550.64,good,1812856
BRBI_2025-09-23_179.21,good,23126
BRFH_2025-01-22_35.74,good,552
BRFH_2025-09-18_40.21,good,25015
BRFH_2025-09-19_58.33,good,12689
BRLS_2025-05-28_39.88,good,2322
BRLS_2025-06-06_102.90,good,16523
BRLS_2025-06-11_38.78,good,2976
BRLS_2025-10-02_91.97,good,39409
BRLT_2025-03-13_44.98,good,2472
BRLT_2025-08-07_97.82,good,245486
BRNS_2025-07-16_186.27,good,310484
BRNS_2025-07-21_94.31,good,12751
BRNS_2025-10-01_33.60,good,3761
BROS_2025-02-13_33.55,good,140904
BRRWW_2025-10-21_34.00,good,2028
BSLK_2025-02-05_40.96,good,24214
BSLK_2025-02-06_33.90,good,4489
BSLK_2025-02-13_309.84,good,355726
BSLK_2025-02-18_42.40,good,17821
BSLK_2025-02-19_74.05,good,33869
BSLK_2025-04-23_52.35,good,6700
BSLK_2025-05-30_96.13,good,260027
BSLK_2025-07-08_89.60,good,314057
BSLK_2025-07-17_96.38,good,576955
BSLK_2025-07-29_30.11,good,34357
BSLK_2025-08-13_705.05,good,1862320
BSLK_2025-08-15_65.65,good,248737
BSLK_2025-08-19_76.07,good,263423
BSLK_2025-09-04_80.28,good,389787
BTAI_2025-01-06_39.73,good,8361
BTAI_2025-02-28_63.01,good,421766
BTAI_2025-03-03_216.20,good,703104
BTAI_2025-03-19_41.36,good,15761
BTAI_2025-08-01_58.02,good,414234
BTAI_2025-08-04_100.73,good,307417
BTAI_2025-08-05_37.01,good,130017
BTAI_2025-08-08_37.24,good,159813
BTAI_2025-08-11_65.59,good,184099
BTBD_2025-08-04_241.46,good,746522
BTBD_2025-09-03_143.24,good,537324
BTBT_2025-07-07_31.29,good,304417
BTCS_2025-01-17_54.48,good,31647
BTCS_2025-05-09_63.02,good,23407
BTCS_2025-07-08_121.07,good,560131
BTCS_2025-07-16_36.53,good,158525
BTCS_2025-07-18_31.22,good,193970
BTCT_2025-01-17_107.98,good,329326
BTCT_2025-01-23_37.99,good,71709
BTCT_2025-03-03_37.50,good,116284
BTDR_2025-10-15_38.17,good,210411
BTM_2025-05-15_41.18,good,37884
BTM_2025-05-16_37.32,good,17210
BTOC_2025-05-13_42.86,good,1795
BTOG_2025-07-18_60.06,good,431342
BTQ_2025-09-29_34.41,good,28862
BTQ_2025-10-06_31.99,good,41883
BTQ_2025-10-07_58.04,good,196566
BTTC_2025-10-02_309.66,good,80381
BULL_2025-04-14_500.45,good,761465
BULL_2025-04-22_35.37,good,87420
BULLW_2025-04-14_260.00,good,21476
BULLW_2025-04-15_31.63,good,9676
BULLW_2025-04-16_35.20,good,4115
BULLW_2025-04-22_30.85,good,2527
BULLW_2025-05-02_57.65,good,4027
BULLW_2025-05-07_75.44,good,8784
BULLW_2025-05-08_45.27,good,6587
BULLW_2025-05-16_39.27,good,4212
BULLW_2025-05-20_51.97,good,2927
BULLW_2025-05-21_36.38,good,5706
BULLW_2025-05-28_30.03,good,2135
BUUU_2025-09-09_30.71,good,929
BUUU_2025-09-15_34.94,good,2485
BW_2025-06-05_119.98,good,101992
BW_2025-09-10_34.33,good,22326
BWNB_2025-05-06_32.44,good,612
BWNB_2025-05-07_31.17,good,406
BWNB_2025-05-13_49.87,good,697
BWNB_2025-06-05_55.38,good,1894
BWSN_2025-05-06_47.51,good,691
BWSN_2025-05-07_32.28,good,454
BWSN_2025-05-13_40.97,good,447
BWSN_2025-06-05_35.91,good,1249
BWpA_2025-05-06_40.09,good,743
BWpA_2025-05-15_99.47,good,2783
BWpA_2025-06-05_64.15,good,1413
BWpA_2025-08-12_38.43,good,858
BYND_2025-07-21_30.29,good,53733
BYND_2025-10-20_136.99,good,1192815
BYND_2025-10-21_162.59,good,3133610
BYND_2025-10-22_112.43,good,6039391
BYND_2025-10-28_30.39,good,542788
BYSI_2025-06-09_30.00,good,1870
BZAI_2025-01-17_76.92,good,20891
BZAI_2025-02-13_48.85,good,18677
BZAI_2025-02-14_37.25,good,17058
BZAI_2025-07-18_79.54,good,567598
BZAI_2025-10-06_34.10,good,38801
BZAI_2025-10-15_34.93,good,75845
BZAIW_2025-10-06_74.62,good,2084
BZAIW_2025-10-15_59.57,good,3964
BZFD_2025-05-27_30.21,good,5736
CABA_2025-05-15_40.38,good,59507
CABA_2025-08-13_31.58,good,17955
CABA_2025-10-09_38.59,good,118917
CABA_2025-10-31_48.58,good,118415
CADL_2025-02-20_30.66,good,29767
CALC_2025-07-11_39.49,good,1855
CAMP_2025-01-21_46.97,good,4586
CAMP_2025-02-28_31.47,good,1191
CAMP_2025-03-11_31.03,good,908
CAMP_2025-09-10_85.93,good,291370
CAN_2025-10-02_30.77,good,116219
CAN_2025-10-13_40.37,good,52427
CAN_2025-10-20_38.75,good,114976
CAPS_2025-02-27_46.92,good,32
CAPS_2025-03-17_45.20,good,38030
CAPS_2025-03-24_143.02,good,90853
CAPS_2025-04-08_52.20,good,1906
CAPS_2025-05-16_98.19,good,151020
CAPS_2025-08-25_88.18,good,439620
CAPT_2025-02-04_341.91,good,468378
CAPT_2025-05-30_46.94,good,13278
CAPT_2025-06-04_36.78,good,5671
CARV_2025-07-18_34.72,good,945
CARV_2025-09-02_47.38,good,3810
CARV_2025-09-03_65.59,good,16661
CASI_2025-06-13_63.13,good,21652
CASI_2025-06-17_55.64,good,3867
CASI_2025-08-04_99.22,good,308731
CASI_2025-08-15_59.28,good,29137
CATO_2025-08-21_40.85,good,13193
CBIO_2025-06-23_39.93,good,886
CBIO_2025-06-25_42.05,good,2728
CBLL_2025-04-11_42.06,good,29402
CBUS_2025-10-15_35.16,good,53520
CCCC_2025-08-07_41.33,good,31527
CCCC_2025-09-15_37.22,good,33812
CCCXW_2025-07-23_36.36,good,98
CCCXW_2025-09-08_140.64,good,2959
CCCXW_2025-09-19_33.47,good,3812
CCCXW_2025-10-03_31.72,good,2943
CCCXW_2025-10-06_69.00,good,4773
CCCXW_2025-10-07_43.61,good,6448
CCCXW_2025-10-10_30.77,good,4652
CCCXW_2025-10-13_37.61,good,3495
CCG_2025-02-24_31.38,good,4658
CCG_2025-02-26_44.23,good,20354
CCG_2025-04-21_31.69,good,1875
CCHH_2025-10-07_34.41,good,3354
CCHH_2025-10-10_31.26,good,5758
CCIIW_2025-10-20_40.00,good,680
CCIXW_2025-05-27_50.00,good,219
CCIXW_2025-05-28_44.00,good,50
CCIXW_2025-09-18_34.18,good,193
CCIXW_2025-10-09_33.62,good,137
CCIXW_2025-10-14_79.60,good,728
CCLD_2025-03-13_46.88,good,116215
CCLD_2025-05-06_39.43,good,18116
CCM_2025-01-06_31.56,good,798
CCM_2025-01-30_33.87,good,695
CCM_2025-04-29_41.10,good,3336
CCM_2025-07-16_30.00,good,229
CCM_2025-07-21_99.44,good,4267
CCM_2025-08-01_30.52,good,1162
CCO_2025-10-17_35.21,good,49428
CCTG_2025-09-10_87.20,good,247630
CCTG_2025-09-29_40.17,good,4409
CCTG_2025-10-06_34.29,good,3017
CCTG_2025-10-07_47.68,good,6900
CCTG_2025-10-10_40.13,good,16279
CDIO_2025-02-07_37.51,good,9646
CDLX_2025-03-13_36.36,good,31218
CDLX_2025-06-16_41.06,good,14851
CDLX_2025-07-22_50.74,good,66044
CDLX_2025-09-18_120.98,good,395913
CDLX_2025-09-24_35.41,good,109356
CDT_2025-01-07_74.27,good,105884
CDT_2025-01-08_40.21,good,103838
CDT_2025-01-10_123.41,good,383734
CDT_2025-02-07_138.71,good,648543
CDT_2025-03-28_32.81,good,13010
CDT_2025-04-10_83.87,good,138147
CDT_2025-04-11_30.84,good,110606
CDT_2025-06-02_30.46,good,9227
CDT_2025-09-17_83.92,good,427125
CDT_2025-10-06_31.65,good,13422
CDTG_2025-06-13_81.12,good,25074
CDTG_2025-09-09_285.94,good,159813
CDTX_2025-06-23_115.94,good,107036
CELC_2025-07-28_237.11,good,467728
CELC_2025-10-20_59.74,good,134397
CELH_2025-02-21_34.90,good,418389
CELU_2025-02-05_45.23,good,5152
CELU_2025-03-05_55.56,good,3107
CELU_2025-05-13_45.00,good,2665
CELU_2025-07-18_42.73,good,4171
CELU_2025-07-22_38.10,good,4840
CELZ_2025-02-13_38.99,good,2785
CELZ_2025-02-19_31.75,good,2164
CELZ_2025-07-09_59.11,good,13141
CENX_2025-06-02_31.89,good,71013
CEP_2025-04-23_67.89,good,111860
CEP_2025-04-24_138.12,good,528428
CEP_2025-04-25_56.77,good,263474
CEP_2025-04-30_42.52,good,139773
CEP_2025-05-01_41.82,good,133541
CEP_2025-05-20_31.65,good,43780
CEPU_2025-10-27_44.97,good,19967
CETX_2025-05-16_34.90,good,3720
CETX_2025-05-27_68.55,good,56053
CETX_2025-06-13_31.37,good,11168
CETX_2025-06-25_44.10,good,30217
CETY_2025-01-22_32.71,good,1106
CETY_2025-03-03_42.77,good,18983
CETY_2025-03-10_32.34,good,2921
CETY_2025-03-17_31.36,good,1014
CETY_2025-08-01_34.27,good,4677
CGC_2025-02-05_34.30,good,62581
CGC_2025-08-08_36.19,good,50594
CGC_2025-08-11_36.00,good,119810
CGON_2025-04-28_44.39,good,70923
CGTL_2025-04-03_39.28,good,5824
CGTL_2025-05-01_30.98,good,3532
CGTL_2025-06-12_100.46,good,409029
CGTL_2025-06-13_44.81,good,99872
CGTL_2025-06-16_43.65,good,19289
CGTL_2025-09-10_113.50,good,230724
CGTX_2025-07-10_95.38,good,329103
CGTX_2025-08-13_33.64,good,116231
CGTX_2025-08-14_48.36,good,69736
CGTX_2025-08-22_44.22,good,50089
CGTX_2025-08-25_36.30,good,84532
CHEK_2025-01-07_48.15,good,8905
CHEK_2025-02-24_96.31,good,21042
CHEK_2025-05-13_47.24,good,2617
CHEK_2025-08-29_64.72,good,24420
CHEK_2025-09-15_319.63,good,712439
CHEK_2025-09-16_35.85,good,93816
CHGG_2025-06-06_48.76,good,54206
CHNR_2025-06-11_60.36,good,26692
CHNR_2025-09-25_46.93,good,16421
CHNR_2025-10-13_64.75,good,267279
CHR_2025-09-09_56.57,good,24815
CHSN_2025-04-07_151.14,good,341032
CHSN_2025-05-12_108.53,good,42156
CHSN_2025-06-11_36.85,good,5266
CHSN_2025-08-04_31.70,good,12602
CHSN_2025-09-02_50.88,good,10966
CHSN_2025-09-09_73.97,good,13730
CIFR_2025-01-31_33.83,good,167685
CIFRW_2025-01-31_64.71,good,880
CIFRW_2025-02-28_42.53,good,40
CIFRW_2025-07-02_31.48,good,1096
CIFRW_2025-07-03_30.43,good,701
CIFRW_2025-08-18_47.33,good,926
CIFRW_2025-09-02_33.52,good,3589
CIFRW_2025-09-09_52.31,good,1342
CIFRW_2025-10-13_46.23,good,4295
CIGL_2025-05-07_65.23,good,2912
CIGL_2025-06-23_33.49,good,703
CIGL_2025-06-30_180.15,good,4115
CIGL_2025-07-02_61.94,good,3066
CIGL_2025-07-09_36.93,good,2929
CIGL_2025-09-04_222.45,good,781360
CIGL_2025-09-05_56.01,good,110552
CIGL_2025-09-08_76.89,good,30660
CIGL_2025-09-29_50.20,good,20128
CIGL_2025-10-02_112.06,good,401701
CIIT_2025-02-12_100.00,good,4
CIIT_2025-03-04_94.17,good,4
CIIT_2025-03-21_76.21,good,18
CIIT_2025-07-09_34.47,good,1062
CIIT_2025-09-12_70.00,good,16125
CIIT_2025-10-17_75.86,good,23591
CIIT_2025-10-24_40.65,good,13069
CIOpA_2025-07-24_30.19,good,1970
CISO_2025-02-14_30.28,good,1015
CISO_2025-05-06_81.03,good,102946
CISO_2025-05-08_33.64,good,9562
CISO_2025-05-12_50.50,good,19916
CISO_2025-06-02_33.32,good,10681
CISS_2025-10-07_168.77,good,809106
CJET_2025-01-21_70.37,good,11903
CJET_2025-03-18_45.22,good,365
CJET_2025-09-19_236.43,good,1173903
CJET_2025-09-24_39.41,good,35909
CJET_2025-09-26_32.03,good,136222
CJET_2025-10-01_213.39,good,1164334
CJET_2025-10-24_36.01,good,44830
CJMB_2025-02-06_89.27,good,77887
CLB_2025-10-23_32.73,good,22602
CLGN_2025-05-28_81.35,good,7589
CLGN_2025-05-29_46.47,good,17611
CLGN_2025-08-21_30.15,good,828
CLIK_2025-02-24_35.07,good,1570
CLIK_2025-03-17_38.89,good,2350
CLIK_2025-03-20_32.34,good,1344
CLIK_2025-03-21_43.90,good,3840
CLIK_2025-04-22_30.56,good,9936
CLIK_2025-05-02_82.15,good,31126
CLIK_2025-05-15_307.14,good,922052
CLIK_2025-05-19_42.05,good,18535
CLIK_2025-05-20_42.31,good,60744
CLIK_2025-09-30_62.71,good,111803
CLIK_2025-10-13_50.66,good,5846
CLIK_2025-10-27_90.02,good,451022
CLIR_2025-10-06_30.52,good,2656
CLLS_2025-01-06_33.13,good,3723
CLLS_2025-07-14_43.40,good,4931
CLLS_2025-07-25_33.00,good,3797
CLLS_2025-10-16_33.32,good,10498
CLNN_2025-06-02_55.17,good,5481
CLNN_2025-10-03_32.08,good,7687
CLPS_2025-10-16_57.31,good,5695
CLPT_2025-09-24_72.20,good,121171
CLRB_2025-06-04_147.29,good,609930
CLRO_2025-03-03_61.64,good,82606
CLRO_2025-06-20_41.65,good,2501
CLRO_2025-07-01_168.17,good,690456
CLRO_2025-09-30_30.86,good,2201
CLSD_2025-07-23_76.52,good,307509
CMBM_2025-01-06_37.09,good,3040
CMBM_2025-07-18_48.15,good,4197
CMBM_2025-07-21_42.16,good,7281
CMBM_2025-10-29_576.38,good,2083110
CMBM_2025-10-30_130.51,good,1463447
CMCT_2025-08-07_46.13,good,242851
CMND_2025-07-03_45.07,good,168024
CMND_2025-09-19_31.00,good,130461
CMPOW_2025-08-08_46.84,good,1224
CMPX_2025-01-08_87.41,good,88965
CNCK_2025-05-22_33.61,good,3140
CNCKW_2025-01-16_30.59,good,31
CNCKW_2025-02-26_56.84,good,672
CNCKW_2025-04-22_53.33,good,114
CNCKW_2025-05-09_31.16,good,148
CNCKW_2025-05-16_41.41,good,4
CNCKW_2025-07-02_43.68,good,6
CNCKW_2025-08-01_42.23,good,9
CNCKW_2025-08-06_39.61,good,18
CNCKW_2025-08-07_58.70,good,19
CNCKW_2025-08-08_44.74,good,36
CNET_2025-06-11_41.50,good,63373
CNET_2025-09-12_66.47,good,52510
CNEY_2025-01-07_35.42,good,9282
CNEY_2025-02-24_67.62,good,166081
CNEY_2025-04-24_59.32,good,186401
CNEY_2025-05-02_50.21,good,196651
CNEY_2025-05-07_62.53,good,276470
CNEY_2025-05-12_52.62,good,51659
CNF_2025-04-30_50.47,good,5567
CNF_2025-09-05_160.42,good,9592
CNSP_2025-01-06_32.28,good,182955
CNSP_2025-02-14_76.25,good,276283
CNSP_2025-05-13_139.66,good,521671
CNSP_2025-08-20_35.30,good,1436
CNTB_2025-04-15_53.63,good,6851
CNTB_2025-07-11_35.65,good,2152
CNTB_2025-07-22_43.00,good,3376
CNXC_2025-03-27_44.48,good,88945
COCH_2025-10-07_134.26,good,517735
COCP_2025-09-12_85.42,good,462925
CODX_2025-01-06_37.18,good,2908
CODX_2025-10-27_341.97,good,1424617
COEP_2025-01-06_43.88,good,5087
COGT_2025-07-07_34.96,good,156116
COIG_2025-04-09_34.82,good,58
COIG_2025-05-13_50.65,good,457
COIG_2025-06-18_35.86,good,534
COMM_2025-08-04_94.48,good,520375
CONI_2025-08-01_35.68,good,22978
CONL_2025-04-09_42.31,good,45955
CONL_2025-05-13_51.27,good,158135
CONL_2025-06-18_35.49,good,170744
COOK_2025-06-09_50.34,good,30132
COOT_2025-10-14_78.79,good,321440
COOT_2025-10-15_366.32,good,1159054
CORT_2025-03-31_114.77,good,242440
CORZ_2025-06-26_37.32,good,422651
CORZW_2025-02-27_32.00,good,4401
CORZW_2025-04-09_34.36,good,3227
CORZW_2025-06-26_63.33,good,14144
CORZZ_2025-06-26_37.54,good,1522
COSM_2025-08-06_45.79,good,21282
COUR_2025-07-25_37.56,good,139170
CPIX_2025-01-14_68.67,good,35221
CPIX_2025-02-04_77.93,good,104830
CPIX_2025-02-05_71.01,good,316469
CPIX_2025-02-19_49.17,good,12059
CPIX_2025-06-30_35.38,good,1558
CPOP_2025-01-06_32.79,good,2810
CPOP_2025-07-31_177.98,good,61148
CPOP_2025-08-06_104.13,good,126723
CPOP_2025-08-20_40.21,good,26082
CPOP_2025-09-10_47.91,good,73872
CPOP_2025-09-25_85.77,good,234270
CPRI_2025-04-09_33.41,good,113098
CPS_2025-05-02_45.86,good,26093
CRCG_2025-08-12_35.16,good,4924
CRCG_2025-09-11_39.53,good,18488
CRCG_2025-10-02_35.12,good,18093
CRCL_2025-06-06_48.40,good,727594
CRCL_2025-06-18_34.70,good,793420
CRE_2025-07-24_93.52,good,35872
CRE_2025-09-22_52.47,good,49074
CRE_2025-09-30_62.67,good,167714
CREG_2025-05-13_32.84,good,1352
CREG_2025-06-16_154.33,good,140445
CREG_2025-08-07_68.39,good,252265
CREG_2025-10-01_35.25,good,4711
CRESW_2025-10-27_52.06,good,373
CRESY_2025-10-27_44.29,good,13501
CREV_2025-01-24_122.28,good,40391
CREV_2025-05-02_42.00,good,1356
CREV_2025-06-24_57.78,good,32813
CREV_2025-06-25_35.43,good,18242
CREV_2025-07-07_62.60,good,12795
CREV_2025-07-25_59.42,good,24269
CREV_2025-07-28_87.37,good,35732
CREV_2025-10-17_51.41,good,493932
CREV_2025-10-28_31.45,good,3895
CRGO_2025-04-09_31.87,good,652
CRMD_2025-01-07_37.33,good,43004
CRML_2025-01-10_30.60,good,2425
CRML_2025-03-04_37.13,good,6025
CRML_2025-04-11_45.13,good,23870
CRML_2025-04-14_30.16,good,53180
CRML_2025-06-13_32.30,good,29099
CRML_2025-06-16_76.35,good,131348
CRML_2025-06-26_38.99,good,44333
CRML_2025-07-15_38.93,good,71356
CRML_2025-10-06_109.02,good,1031828
CRML_2025-10-09_34.77,good,260061
CRML_2025-10-10_30.86,good,317810
CRML_2025-10-13_58.01,good,411110
CRML_2025-10-14_38.10,good,624935
CRMLW_2025-07-16_40.10,good,572
CRMLW_2025-07-17_52.39,good,1219
CRMLW_2025-07-18_48.50,good,924
CRMLW_2025-08-26_40.53,good,1963
CRMLW_2025-10-06_172.98,good,14505
CRMLW_2025-10-08_47.63,good,2798
CRMLW_2025-10-09_46.32,good,7021
CRMLW_2025-10-10_38.30,good,6439
CRMLW_2025-10-13_80.53,good,5425
CRMLW_2025-10-14_68.34,good,17544
CRMLW_2025-10-24_41.64,good,2013
CRNC_2025-01-03_150.82,good,951318
CRNC_2025-01-06_42.27,good,548592
CRNX_2025-09-26_30.79,good,111540
CRVO_2025-03-12_189.83,good,826169
CRVO_2025-03-17_47.67,good,140447
CRVO_2025-03-20_30.95,good,24908
CRVO_2025-03-21_46.54,good,67752
CRVO_2025-03-27_39.04,good,29797
CRVO_2025-04-02_40.28,good,26971
CRVO_2025-07-28_46.21,good,175097
CRVS_2025-05-09_34.03,good,46799
CRWG_2025-09-10_48.96,good,23221
CRWG_2025-09-30_32.69,good,27247
CRWL_2025-04-09_34.81,good,2945
CRWV_2025-04-01_43.66,good,291384
CSAI_2025-02-10_176.44,good,82940
CSAI_2025-02-11_31.52,good,18890
CSAI_2025-02-12_53.19,good,15644
CSAI_2025-02-13_197.39,good,46444
CSAI_2025-02-18_35.07,good,17997
CSAI_2025-03-19_54.40,good,31956
CSAI_2025-04-01_158.11,good,267617
CSAI_2025-10-15_41.54,good,33566
CSBR_2025-06-12_36.84,good,2499
CSTL_2025-08-05_39.25,good,27538
CTEV_2025-05-29_37.51,good,6523
CTEV_2025-08-06_31.65,good,8260
CTMX_2025-05-12_134.81,good,293912
CTNM_2025-06-20_33.42,good,2557
CTNM_2025-07-21_31.72,good,4759
CTNT_2025-06-05_62.68,good,194722
CTOR_2025-03-31_75.94,good,228485
CTOR_2025-06-20_121.29,good,83708
CTOR_2025-06-24_30.40,good,6921
CTOR_2025-06-27_76.86,good,70184
CTOR_2025-07-23_72.12,good,73325
CTOR_2025-10-16_30.81,good,5854
CTOS_2025-03-05_36.32,good,17326
CTXR_2025-03-28_32.31,good,2512
CTXR_2025-03-31_47.10,good,38899
CTXR_2025-06-09_179.67,good,269175
CTXR_2025-06-20_35.88,good,8691
